name,CAGR,Vol,Sharpe,MaxDD,Calmar,months
Plain top-3 (no overlay),0.11893506444639224,0.1736162802948651,0.6484051002416161,-0.31673095828259157,0.37550817605987474,187
Top-3 + abs-mom overlay,0.10706915144080731,0.17017836285494808,0.5953834067280128,-0.31673095828259146,0.3380444779423135,187
Top-3 + overlay + band(4),0.1115889704106876,0.1710159374210657,0.6171945440825475,-0.3282249463469048,0.3399771152456764,187
Top-2 + overlay,0.11479078008803212,0.18793862381929186,0.5930353201060232,-0.332424568434456,0.345313767356715,187
Top-4 + overlay,0.10927010502812995,0.16206443932451503,0.6290733711697285,-0.307109710690199,0.3558015302823089,187
Top-3 + overlay + band(5),0.12808590994067415,0.16868647555100572,0.7106178563528305,-0.30274514566820643,0.42308163078211636,187
SPY buy & hold,0.14210955513600254,0.1707219976836995,0.7765427468674407,-0.33717262742332,0.42147417547505744,187
Equal-weight sectors,0.12425488608964708,0.16195409721792894,0.7123010180486673,-0.3616122480854582,0.34361359922820556,187
