,Plain top-3 (no overlay),Top-3 + abs-mom overlay,Top-3 + overlay + band(4),Top-2 + overlay,Top-4 + overlay,Top-3 + overlay + band(5),SPY buy & hold,Equal-weight sectors
2017-03-29,1.7902778287472718,1.7522975554197795,1.7425011031030664,1.6112904209700887,1.8115609265196122,1.7828861019472384,2.1289671980143394,2.0654629904996473
2017-03-30,1.7978883557226824,1.759746627066832,1.7530812083539067,1.621507787851384,1.8198477066804928,1.7871181778351086,2.1357463595672947,2.0686097243027697
2017-03-31,1.7901709709916198,1.752192964623312,1.7437988330883865,1.6111606053712726,1.8121073431360601,1.7815116408880165,2.1307751657815497,2.0654782169126826
2017-04-03,1.7866052051489856,1.7487028455653,1.7403254339459526,1.6077299725569256,1.8089753432583684,1.7786571749673576,2.127069134834493,2.062487534314409
2017-04-04,1.7917638909687958,1.75375209122208,1.745350490467717,1.6088164796641737,1.8132317698664389,1.7849873866482433,2.12842487146854,2.065398267452491
2017-04-05,1.7834333134687885,1.7455982447329503,1.737235706148866,1.6001057182559257,1.8050377441558039,1.778750982736107,2.122097622126934,2.0614884248407934
2017-04-06,1.793636767239509,1.7555852349152414,1.7471748522232757,1.6074267205570218,1.8128691171231655,1.7852626407459171,2.1280633735916425,2.067810833954355
2017-04-07,1.7894591583429111,1.7514962528927525,1.7431054590552302,1.6048982655973938,1.8094425240719723,1.7832736089973755,2.125894545791164,2.0657455305306542
2017-04-10,1.7939426352732164,1.7558846140390514,1.7474727971284836,1.6048430434821568,1.811996455513931,1.7881226674205815,2.1271600275516667,2.069717762388995
2017-04-11,1.7930931459200772,1.7550531463791395,1.7466453127335688,1.603580839480688,1.8096519829538569,1.7868013617986498,2.1246287451088466,2.0686304940206646
2017-04-12,1.7774994006496818,1.739790218313794,1.7314555039127217,1.5859868314981274,1.796283761468483,1.7740327966065197,2.115318938956701,2.0611495310175485
2017-04-13,1.7547237970241045,1.717497793129578,1.7092698737864742,1.5701066041706013,1.777208114196505,1.7565354933987982,2.1015801061037043,2.0464336335244697
2017-04-17,1.7724830805819614,1.7348803181571124,1.7265691253364657,1.592352983960594,1.794769820810495,1.7695460118833135,2.1201995589470872,2.063558957903231
2017-04-18,1.75947612079761,1.7221492976040003,1.713899094562022,1.5822846273327433,1.784810124298266,1.7619959273592667,2.113872628527296,2.058507321334898
2017-04-19,1.7496440193371265,1.7125257815903434,1.7043216813811457,1.5806510825679396,1.7770057568206123,1.7535174485207012,2.109986406754966,2.053322376997062
2017-04-20,1.7694223347387723,1.731884505232068,1.723587664282622,1.603548896418121,1.7961003284744879,1.768787393613636,2.127160027551666,2.0664262334882255
2017-04-21,1.7610351988525348,1.723675300227998,1.715417786651731,1.596144498024483,1.7887981122738081,1.7652213600402047,2.1203805470768966,2.0608905116185556
2017-04-24,1.7860558174389407,1.7481651129710454,1.7397902774367626,1.6253124441358366,1.813147268984245,1.7841258239586153,2.143700110163578,2.0786105219071636
2017-04-25,1.7992229377998892,1.7610528963362413,1.7526163200285703,1.6364039601907308,1.8255229945054139,1.7950929485069012,2.1561737801778875,2.091143894673898
2017-04-26,1.79684823820592,1.7587285753696569,1.750303134054716,1.6358487318248327,1.8232103023206954,1.7925619916184492,2.154817884082933,2.0880634440036783
2017-04-27,1.7874960741338377,1.7495748149989205,1.7411932260850236,1.6318668289032445,1.8179796547463178,1.7884582246259935,2.1566256923892357,2.0873678824973947
2017-04-28,1.778698534211774,1.7409639125727159,1.732623575421073,1.619392882695093,1.8124852757494883,1.78701673043477,2.1519254226850304,2.0807497994262607
2017-05-01,1.7851610286521562,1.7472893068930597,1.7389186670333208,1.6306593842932602,1.8180279514466648,1.7935094471392465,2.1573493259866607,2.0825737474878494
2017-05-02,1.7885733623397435,1.7506292488188446,1.7422426084886036,1.6314137882576343,1.8211389578686203,1.7969377388212022,2.1581625766139996,2.082803127557158
2017-05-03,1.7927176491241372,1.7546856156489767,1.7462795427120459,1.636463052551861,1.82163956636826,1.8011014066249276,2.1555413582194505,2.0774574680460955
2017-05-04,1.793914774256081,1.7558573440860676,1.7474456578161177,1.6372435549048316,1.8218500483769324,1.8023041301882858,2.1580721622795482,2.0778694790187346
2017-05-05,1.7981261705812037,1.759979396745671,1.7515479631916504,1.6388454117509539,1.8278863432489802,1.8065352213747532,2.1665682394216326,2.0900282311439
2017-05-08,1.798630193877425,1.7604727273202114,1.7520389303953656,1.6417305769748605,1.8291266398708572,1.807041601767806,2.1662065820838277,2.0878152863869723
2017-05-09,1.7979298504317764,1.7597872414765852,1.7513567284699225,1.6396756187705908,1.8312077552343802,1.8063379831217272,2.164218264030437,2.0826606174520927
2017-05-10,1.8009843217355015,1.7627769129748703,1.7543320775183922,1.6455556358804846,1.8319824405243947,1.8094067388537425,2.16810432634186,2.087396818242444
2017-05-11,1.7962626558170716,1.7581554159571906,1.7497327204445645,1.639351530589526,1.8256571052801522,1.8046629917659331,2.163675937484637,2.083456725694679
2017-05-12,1.79196253248594,1.7539465186116776,1.745543986425037,1.63799484326836,1.8217166323701084,1.8003427586360001,2.160060001950217,2.0796876145628604
2017-05-15,1.802648559852884,1.764405844718256,1.75595320563079,1.6488046654830644,1.8299840693485043,1.8110787598859674,2.1719913454187263,2.0907482003838167
2017-05-16,1.8066216201751752,1.7682946176106498,1.7598233487992738,1.6550850726768556,1.8314606147729215,1.815070400476208,2.170003186826243,2.0868536101764965
2017-05-17,1.7591553188170117,1.7218353013530556,1.7135866025551216,1.6064954815759993,1.7878893482315497,1.7673821199568305,2.131498161535344,2.0592073369322312
2017-05-18,1.7657162722030337,1.7282570658384004,1.7199776026572824,1.614356844034196,1.7954695440795048,1.773973756056435,2.140084971933694,2.064923530276158
2017-05-19,1.7819312215107703,1.7441280192607997,1.7357725240025634,1.6260041906615905,1.8108804906508487,1.7902645356004332,2.154004314533779,2.0800086050204167
2017-05-22,1.7927980452664782,1.7547643062083005,1.746357856292967,1.634620066353996,1.821449437493188,1.8011821787449145,2.1649417381669536,2.0886943419044472
2017-05-23,1.7996749583774045,1.7614953274160772,1.7530566315789056,1.642303007202403,1.824994517848136,1.8080912521750658,2.169731624901074,2.092711504386601
2017-05-24,1.8026457667844094,1.7644031109039942,1.7559504849132577,1.6453834187449303,1.828874970404548,1.8110759537555317,2.174793392482177,2.0985056244372866
2017-05-25,1.811947292039043,1.7735073067464768,1.765011065800673,1.65271615737419,1.8399584295253015,1.820420978181471,2.1851881706477374,2.1044188209336956
2017-05-26,1.8120831832261988,1.773640315037834,1.7651434368967467,1.6519252120551042,1.8414207354559382,1.8205575048723608,2.1847359395145736,2.1049108163306673
2017-05-30,1.8104895743843097,1.7720805141884364,1.763591108496881,1.6499927916648527,1.8405550339144028,1.8189564434179044,2.1828380357956343,2.101458309552919
2017-05-31,1.805614609050756,1.7673089699624098,1.758842423037364,1.6417495285159656,1.8380358252162659,1.814058680000558,2.18229539032802,2.1022640523902907
2017-06-01,1.8183557867613012,1.7797798469385158,1.771253556489893,1.6540208584756433,1.8521037153378554,1.8268594426347255,2.1996499992545298,2.11872419647206
2017-06-02,1.8239692746014045,1.7852742461103328,1.7767216339549776,1.658394339016253,1.8580548457686201,1.8324991823058452,2.2069708495096556,2.123614627803406
2017-06-05,1.8233979708737904,1.784715062441058,1.776165129135217,1.660532891466779,1.8563568708143725,1.8319252068402059,2.205343710411348,2.1209731568100656
2017-06-06,1.8155379057344492,1.7770217465165985,1.7685086691433596,1.6554052003846744,1.846369091152348,1.8240283836089806,2.1982934653159467,2.116493306377639
2017-06-07,1.8214004828788344,1.782759950628613,1.7742193835661315,1.6643738095169247,1.8516523733708934,1.829918377466272,2.2023613130617155,2.1185303736477725
2017-06-08,1.8317353033738974,1.7928755206247367,1.7842864934743468,1.6757944286207567,1.856565118565168,1.8403015294032032,2.2034456472315007,2.115850481306327
2017-06-09,1.8305836456722524,1.7917482950383676,1.7831646680237119,1.6710626004903033,1.8536670311167618,1.8391444859014578,2.2001015925440632,2.1242406406972942
2017-06-12,1.8305927045812564,1.7917571617649994,1.783173492273019,1.668035583381464,1.8534216034656605,1.8391535871750229,2.1996499992545298,2.1254883622094836
2017-06-13,1.8407128335173426,1.8016625948271099,1.7930314719383218,1.6784340652642076,1.8639741358924293,1.8493210435343193,2.2104057969142654,2.1364272614366695
2017-06-14,1.838249832370474,1.7992518456018491,1.7906322717527519,1.6759257580985658,1.8618416254802652,1.8468465240067677,2.2076039093117212,2.1333858680995377
2017-06-15,1.8366540249676755,1.797689892833434,1.789077801742945,1.6687649342467372,1.8587053482497042,1.845243253709693,2.2033558707406784,2.130006380928066
2017-06-16,1.8369216726084465,1.7979518623998922,1.7893385163066475,1.666393603557027,1.8587832211457864,1.8455121530215886,2.20383744268079,2.1334412807051395
2017-06-19,1.8559454116471135,1.8165720178177394,1.8078694692011803,1.6872093033052358,1.8768000382514216,1.8646248577793896,2.222184057911746,2.144717976239395
2017-06-20,1.8390503152142856,1.8000353464126415,1.7914120190906127,1.6732058304780486,1.8581303565751732,1.8476507503592405,2.207198081302588,2.131882975627706
2017-06-21,1.8330471934541726,1.7941595793019611,1.7855644006844364,1.6706370046078787,1.8542558609949908,1.8416195546204341,2.2066525655386413,2.1248965655017473
2017-06-22,1.8281090912198632,1.7893262376079249,1.7807542138065375,1.6656122892720318,1.8494228349083632,1.8366583590386216,2.205653542954273,2.12286211967282
2017-06-23,1.8317507015108283,1.792890592094242,1.784301492741817,1.6675253997555193,1.8516460457668225,1.8403169995504955,2.208287518221408,2.1260708042765395
2017-06-26,1.8321012290243643,1.7932336832587605,1.7846429402789374,1.6677589559380976,1.8535336485267329,1.8406691663281245,2.2097403665480133,2.130134225546935
