,SPY
1994-10-10,26.324182510375977
1994-10-11,26.718175888061523
1994-10-12,26.753971099853516
1994-10-13,26.84349822998047
1994-10-14,26.959917068481445
1994-10-17,26.906206130981445
1994-10-18,26.84349822998047
1994-10-19,26.9688720703125
1994-10-20,26.789779663085938
1994-10-21,26.682353973388672
1994-10-24,26.458486557006836
1994-10-25,26.485361099243164
1994-10-26,26.58385467529297
1994-10-27,26.74501609802246
1994-10-28,27.309110641479492
1994-10-31,27.210615158081055
1994-11-01,26.906206130981445
1994-11-02,26.753971099853516
1994-11-03,26.897232055664062
1994-11-04,26.54804039001465
1994-11-07,26.628623962402344
1994-11-08,26.834564208984375
1994-11-09,26.87932777404785
1994-11-10,26.69129753112793
1994-11-11,26.592811584472656
1994-11-14,26.84349822998047
1994-11-15,26.753971099853516
1994-11-16,26.84349822998047
1994-11-17,26.664426803588867
1994-11-18,26.628623962402344
1994-11-21,26.36000633239746
1994-11-22,25.786964416503906
1994-11-23,25.93021583557129
1994-11-25,26.055574417114258
1994-11-28,26.171968460083008
1994-11-29,26.163028717041016
1994-11-30,26.127225875854492
1994-12-01,25.867551803588867
1994-12-02,26.109289169311523
1994-12-05,26.136152267456055
1994-12-06,26.154069900512695
1994-12-07,25.96603775024414
1994-12-08,25.71533203125
1994-12-09,25.813814163208008
1994-12-12,25.983943939208984
1994-12-13,26.08244514465332
1994-12-14,26.21675682067871
1994-12-15,26.297321319580078
1994-12-16,26.42579460144043
1994-12-19,26.461868286132812
1994-12-20,26.38064193725586
1994-12-21,26.66042137145996
1994-12-22,26.579214096069336
1994-12-23,26.606277465820312
1994-12-27,26.750675201416016
1994-12-28,26.615306854248047
1994-12-29,26.633358001708984
1994-12-30,26.317455291748047
1995-01-03,26.443838119506836
1995-01-04,26.570175170898438
1995-01-05,26.570175170898438
1995-01-06,26.597251892089844
1995-01-09,26.62433624267578
1995-01-10,26.651411056518555
1995-01-11,26.669450759887695
1995-01-12,26.678468704223633
1995-01-13,26.994373321533203
1995-01-16,27.15682601928711
1995-01-17,27.165843963623047
1995-01-18,27.138757705688477
1995-01-19,26.985334396362305
1995-01-20,26.886062622070312
1995-01-23,26.96728515625
1995-01-24,27.00339126586914
1995-01-25,27.075586318969727
1995-01-26,27.1026611328125
1995-01-27,27.210960388183594
1995-01-30,27.093631744384766
1995-01-31,27.201927185058594
1995-02-01,27.19291114807129
1995-02-02,27.35537338256836
1995-02-03,27.74346160888672
1995-02-06,27.860782623291016
1995-02-07,27.896902084350586
1995-02-08,27.896902084350586
1995-02-09,27.896902084350586
1995-02-10,27.93297576904297
1995-02-13,27.94200897216797
1995-02-14,27.978103637695312
1995-02-15,28.131532669067383
1995-02-16,28.095439910888672
1995-02-17,27.987144470214844
1995-02-21,27.978103637695312
1995-02-22,28.185686111450195
1995-02-23,28.230802536010742
1995-02-24,28.303024291992188
1995-02-27,28.07738494873047
1995-02-28,28.312036514282227
1995-03-01,28.131532669067383
1995-03-02,28.16763687133789
1995-03-03,28.17665672302246
1995-03-06,28.19469451904297
1995-03-07,27.978103637695312
1995-03-08,28.050317764282227
1995-03-09,28.04129409790039
1995-03-10,28.456432342529297
1995-03-13,28.429378509521484
1995-03-14,28.636940002441406
1995-03-15,28.582796096801758
1995-03-16,28.754268646240234
1995-03-17,28.78286361694336
1995-03-20,28.78286361694336
1995-03-21,28.710281372070312
1995-03-22,28.737506866455078
1995-03-23,28.75565528869629
1995-03-24,29.163990020751953
1995-03-27,29.281944274902344
1995-03-28,29.281944274902344
1995-03-29,29.27288055419922
1995-03-30,29.218425750732422
1995-03-31,29.100467681884766
1995-04-03,29.173057556152344
1995-04-04,29.36360740661621
1995-04-05,29.36360740661621
1995-04-06,29.472505569458008
1995-04-07,29.44527816772461
1995-04-10,29.499727249145508
1995-04-11,29.399904251098633
1995-04-12,29.499727249145508
1995-04-13,29.663061141967773
1995-04-17,29.49065399169922
1995-04-18,29.390827178955078
1995-04-19,29.36360740661621
1995-04-20,29.408985137939453
1995-04-21,29.55415153503418
1995-04-24,29.898977279663086
1995-04-25,29.817333221435547
1995-04-26,29.844547271728516
1995-04-27,29.917123794555664
1995-04-28,29.96249771118164
1995-05-01,29.88083267211914
1995-05-02,29.944355010986328
1995-05-03,30.361757278442383
1995-05-04,30.343616485595703
1995-05-05,30.30731964111328
1995-05-08,30.52509880065918
1995-05-09,30.49788475036621
1995-05-10,30.534156799316406
1995-05-11,30.615848541259766
1995-05-12,30.633970260620117
1995-05-15,30.779159545898438
1995-05-16,30.797317504882812
1995-05-17,30.679363250732422
1995-05-18,30.234710693359375
1995-05-19,30.25286102294922
1995-05-22,30.5886173248291
1995-05-23,30.869922637939453
1995-05-24,30.851768493652344
1995-05-25,30.878992080688477
1995-05-26,30.52509880065918
1995-05-30,30.51602554321289
1995-05-31,31.151193618774414
1995-06-01,31.06956672668457
1995-06-02,31.09676170349121
1995-06-05,31.28729820251465
1995-06-06,31.232881546020508
1995-06-07,31.06956672668457
1995-06-08,30.9969482421875
1995-06-09,30.815462112426758
1995-06-12,30.98785400390625
1995-06-13,31.323596954345703
1995-06-14,31.296398162841797
1995-06-15,31.432514190673828
1995-06-16,31.525814056396484
1995-06-19,31.881784439086914
1995-06-20,31.799640655517578
1995-06-21,31.7813663482666
1995-06-22,32.201229095458984
1995-06-23,32.1373405456543
1995-06-26,31.753982543945312
1995-06-27,31.69011878967285
1995-06-28,31.854402542114258
1995-06-29,31.799640655517578
1995-06-30,31.7813663482666
1995-07-03,31.900043487548828
1995-07-05,32.0186767578125
1995-07-06,32.42943572998047
1995-07-07,32.57545852661133
1995-07-10,32.593719482421875
1995-07-11,32.43855285644531
1995-07-12,32.84015655517578
1995-07-13,32.76713562011719
1995-07-14,32.739768981933594
1995-07-17,32.92230987548828
1995-07-18,32.63935089111328
1995-07-19,32.283390045166016
1995-07-20,32.402034759521484
1995-07-21,32.36553955078125
1995-07-24,32.60285568237305
1995-07-25,32.84925842285156
1995-07-26,32.8218994140625
1995-07-27,33.095706939697266
1995-07-28,32.885780334472656
1995-07-31,32.803627014160156
1995-08-01,32.74887466430664
1995-08-02,32.675846099853516
1995-08-03,32.66671371459961
1995-08-04,32.70323181152344
1995-08-07,32.77626037597656
1995-08-08,32.77626037597656
1995-08-09,32.76713562011719
1995-08-10,32.6941032409668
1995-08-11,32.511558532714844
1995-08-14,32.803627014160156
1995-08-15,32.739768981933594
1995-08-16,32.83103942871094
1995-08-17,32.77626037597656
1995-08-18,32.812774658203125
1995-08-21,32.72151565551758
1995-08-22,32.78539276123047
1995-08-23,32.66671371459961
1995-08-24,32.70323181152344
1995-08-25,32.885780334472656
1995-08-28,32.76713562011719
1995-08-29,32.84925842285156
1995-08-30,32.92230987548828
1995-08-31,32.94968032836914
1995-09-01,33.095706939697266
1995-09-05,33.406063079833984
1995-09-06,33.46993637084961
1995-09-07,33.488182067871094
1995-09-08,33.61598587036133
1995-09-11,33.70725631713867
1995-09-12,33.86240768432617
1995-09-13,34.017578125
1995-09-14,34.327911376953125
1995-09-15,34.31845474243164
1995-09-18,34.18996810913086
1995-09-19,34.35515213012695
1995-09-20,34.52030563354492
1995-09-21,34.23585510253906
1995-09-22,34.24502182006836
1995-09-25,34.18996810913086
1995-09-26,34.180809020996094
1995-09-27,34.15324783325195
1995-09-28,34.410194396972656
1995-09-29,34.34596252441406
1995-10-02,34.17162322998047
1995-10-03,34.20832443237305
1995-10-04,34.17162322998047
1995-10-05,34.27254867553711
1995-10-06,34.300086975097656
1995-10-09,34.01564407348633
1995-10-10,33.99726104736328
1995-10-11,34.10737609863281
1995-10-12,34.31845474243164
1995-10-13,34.428558349609375
1995-10-16,34.26337432861328
1995-10-17,34.492794036865234
1995-10-18,34.593711853027344
1995-10-19,34.75890350341797
1995-10-20,34.54783630371094
1995-10-23,34.47443771362305
1995-10-24,34.51112365722656
1995-10-25,34.226680755615234
1995-10-26,33.914669036865234
1995-10-27,34.17162322998047
1995-10-30,34.39183807373047
1995-10-31,34.24502182006836
1995-11-01,34.52030563354492
1995-11-02,34.74052429199219
1995-11-03,34.78641891479492
1995-11-06,34.667110443115234
1995-11-07,34.538658142089844
1995-11-08,34.850650787353516
1995-11-09,34.97909927368164
1995-11-10,34.96075439453125
1995-11-13,34.92405319213867
1995-11-14,34.69466018676758
1995-11-15,35.04334259033203
1995-11-16,35.236053466796875
1995-11-17,35.34614944458008
1995-11-20,35.16264724731445
1995-11-21,35.44709777832031
1995-11-22,35.33696746826172
1995-11-24,35.42875289916992
1995-11-27,35.43791198730469
1995-11-28,35.81413650512695
1995-11-29,35.85083770751953
1995-11-30,35.76823806762695
1995-12-01,35.81413650512695
1995-12-04,36.25459671020508
1995-12-05,36.4931640625
1995-12-06,36.57574462890625
1995-12-07,36.3830451965332
1995-12-08,36.502357482910156
1995-12-11,36.6583366394043
1995-12-12,36.5482292175293
1995-12-13,36.77763366699219
1995-12-14,36.51150894165039
1995-12-15,36.52489471435547
1995-12-18,35.82320022583008
1995-12-19,36.20174026489258
1995-12-20,35.85090255737305
1995-12-21,36.03553771972656
1995-12-22,36.1648063659668
1995-12-26,36.34023666381836
1995-12-27,36.32176971435547
1995-12-28,36.284820556640625
1995-12-29,36.330989837646484
1996-01-02,36.718780517578125
1996-01-03,36.82034683227539
1996-01-04,36.46949005126953
1996-01-05,36.395626068115234
1996-01-08,36.534122467041016
1996-01-09,35.90627670288086
1996-01-10,35.43543243408203
1996-01-11,35.647769927978516
1996-01-12,35.59237289428711
1996-01-15,35.51850891113281
1996-01-16,35.952457427978516
1996-01-17,35.84165573120117
1996-01-18,35.9616813659668
1996-01-19,36.20174026489258
1996-01-22,36.21097183227539
1996-01-23,36.29405212402344
1996-01-24,36.589508056640625
1996-01-25,36.460269927978516
1996-01-26,36.77416229248047
1996-01-29,36.92190933227539
1996-01-30,37.23581314086914
1996-01-31,37.62360382080078
1996-02-01,37.7620964050293
1996-02-02,37.60511779785156
1996-02-05,37.9097900390625
1996-02-06,38.269893646240234
1996-02-07,38.49148178100586
1996-02-08,38.90693664550781
1996-02-09,38.8977165222168
1996-02-12,39.19316864013672
1996-02-13,39.11005401611328
1996-02-14,38.76844787597656
1996-02-15,38.52840042114258
1996-02-16,38.37144088745117
1996-02-20,37.99291229248047
1996-02-21,38.46377944946289
1996-02-22,39.073123931884766
1996-02-23,38.96234893798828
1996-02-26,38.40838623046875
1996-02-27,38.288333892822266
1996-02-28,38.11293029785156
1996-02-29,37.74361038208008
1996-03-01,38.34375762939453
1996-03-04,38.565330505371094
1996-03-05,38.9254035949707
1996-03-06,38.58378601074219
1996-03-07,38.77769470214844
1996-03-08,37.52203369140625
1996-03-11,37.95597457885742
1996-03-12,37.6605224609375
1996-03-13,37.9190559387207
1996-03-14,38.08522415161133
1996-03-15,38.05963897705078
1996-03-18,38.79225540161133
1996-03-19,38.70879364013672
1996-03-20,38.66244125366211
1996-03-21,38.569698333740234
1996-03-22,38.67170333862305
1996-03-25,38.597496032714844
1996-03-26,38.782989501953125
1996-03-27,38.43058776855469
1996-03-28,38.57897186279297
1996-03-29,38.39347839355469
1996-04-01,38.838626861572266
1996-04-02,38.91283416748047
1996-04-03,38.91283416748047
1996-04-04,38.88499450683594
1996-04-08,38.21727752685547
1996-04-09,38.068885803222656
1996-04-10,37.39192581176758
1996-04-11,37.345542907714844
1996-04-12,37.81849670410156
1996-04-15,38.13382339477539
1996-04-16,38.24510192871094
1996-04-17,38.152366638183594
1996-04-18,38.2079963684082
1996-04-19,38.300750732421875
1996-04-22,38.597496032714844
1996-04-23,38.71806716918945
1996-04-24,38.57897186279297
1996-04-25,38.755149841308594
1996-04-26,38.838626861572266
1996-04-29,38.838626861572266
1996-04-30,38.81081008911133
1996-05-01,38.89426803588867
1996-05-02,38.226566314697266
1996-05-03,38.17091369628906
1996-05-06,38.13382339477539
1996-05-07,37.9761848449707
1996-05-08,38.449127197265625
1996-05-09,38.42129898071289
1996-05-10,38.80152130126953
1996-05-13,39.38577651977539
1996-05-14,39.626888275146484
1996-05-15,39.580528259277344
1996-05-16,39.663997650146484
1996-05-17,39.87729263305664
1996-05-20,40.14623260498047
1996-05-21,40.090579986572266
1996-05-22,40.47081756591797
1996-05-23,40.30387496948242
1996-05-24,40.46154022216797
1996-05-28,40.05348587036133
1996-05-29,39.78456115722656
1996-05-30,39.98858642578125
1996-05-31,39.691829681396484
1996-06-03,39.8031005859375
1996-06-04,40.081329345703125
1996-06-05,40.433719635009766
1996-06-06,40.136985778808594
1996-06-07,40.136985778808594
1996-06-10,40.00712966918945
1996-06-11,39.97002410888672
1996-06-12,39.895835876464844
1996-06-13,39.895835876464844
1996-06-14,39.72891616821289
1996-06-17,39.701080322265625
1996-06-18,39.37651062011719
1996-06-19,39.552696228027344
1996-06-20,39.524879455566406
1996-06-21,39.86484146118164
1996-06-24,39.939430236816406
1996-06-25,39.892799377441406
1996-06-26,39.6224365234375
1996-06-27,39.902137756347656
1996-06-28,40.041969299316406
1996-07-01,40.38692855834961
1996-07-02,40.23775863647461
1996-07-03,40.15385818481445
1996-07-05,39.12833023071289
1996-07-08,38.96983337402344
1996-07-09,39.12833023071289
1996-07-10,39.286808013916016
1996-07-11,38.494380950927734
1996-07-12,38.52234649658203
1996-07-15,37.38494110107422
1996-07-16,37.478172302246094
1996-07-17,37.9256706237793
1996-07-18,38.4477653503418
1996-07-19,38.16805648803711
1996-07-22,37.88838195800781
1996-07-23,37.40360641479492
1996-07-24,37.478172302246094
1996-07-25,37.813777923583984
1996-07-26,38.018882751464844
1996-07-29,37.59937286376953
1996-07-30,37.96294403076172
1996-07-31,38.2426643371582
1996-08-01,38.876617431640625
1996-08-02,39.715667724609375
1996-08-05,39.48258590698242
1996-08-06,39.60380172729492
1996-08-07,39.70634841918945
1996-08-08,39.64109802246094
1996-08-09,39.51057815551758
1996-08-12,39.79957962036133
1996-08-13,39.48258590698242
1996-08-14,39.6224365234375
1996-08-15,39.547855377197266
1996-08-16,39.88350296020508
1996-08-19,39.902137756347656
1996-08-20,39.874168395996094
1996-08-21,39.73430252075195
1996-08-22,40.107242584228516
1996-08-23,39.892799377441406
1996-08-26,39.6970100402832
1996-08-27,39.84620666503906
1996-08-28,39.78091812133789
1996-08-29,39.389381408691406
1996-08-30,38.97917175292969
1996-09-03,39.23087692260742
1996-09-04,39.26816177368164
1996-09-05,38.79271697998047
1996-09-06,39.34275817871094
1996-09-09,39.80891036987305
1996-09-10,39.790260314941406
1996-09-11,40.01401138305664
1996-09-12,40.2937126159668
1996-09-13,40.90903091430664
1996-09-16,41.05817413330078
1996-09-17,40.96495819091797
1996-09-18,40.86238479614258
1996-09-19,41.020877838134766
1996-09-20,41.16638946533203
1996-09-23,41.15701675415039
1996-09-24,41.14762878417969
1996-09-25,41.17578125
1996-09-26,41.15701675415039
1996-09-27,41.19450759887695
1996-09-30,41.15701675415039
1996-10-01,41.381927490234375
1996-10-02,41.663047790527344
1996-10-03,41.625579833984375
1996-10-04,42.18783950805664
1996-10-07,42.23468017578125
