,XLY
1999-05-24,10.359786987304688
1999-05-25,10.256301879882812
1999-05-26,10.37128734588623
1999-05-27,10.16431713104248
1999-05-28,10.308043479919434
1999-06-01,10.37128734588623
1999-06-02,10.348286628723145
1999-06-03,10.589744567871094
1999-06-04,10.6702299118042
1999-06-07,10.698978424072266
1999-06-08,10.538012504577637
1999-06-09,10.43452262878418
1999-06-10,10.285049438476562
1999-06-11,10.233304977416992
1999-06-14,10.244808197021484
1999-06-15,10.175821304321289
1999-06-16,10.451769828796387
1999-06-17,10.400032043457031
1999-06-18,10.477352142333984
1999-06-21,10.661571502685547
1999-06-22,10.59249210357666
1999-06-23,10.442811012268066
1999-06-24,10.419791221618652
1999-06-25,10.385247230529785
1999-06-28,10.586735725402832
1999-06-29,10.765195846557617
1999-06-30,10.972444534301758
1999-07-01,11.030004501342773
1999-07-02,11.08757209777832
1999-07-06,11.179681777954102
1999-07-07,11.076057434082031
1999-07-08,10.983949661254883
1999-07-09,10.983949661254883
1999-07-12,10.914872169494629
1999-07-13,10.834273338317871
1999-07-14,10.857301712036133
1999-07-15,11.001221656799316
1999-07-16,11.06454849243164
1999-07-19,11.041520118713379
1999-07-20,10.753678321838379
1999-07-21,10.650056838989258
1999-07-22,10.511893272399902
1999-07-23,10.431299209594727
1999-07-26,10.488865852355957
1999-07-27,10.546432495117188
1999-07-28,10.511893272399902
1999-07-29,10.350708961486816
1999-07-30,10.154973983764648
1999-08-02,10.080140113830566
1999-08-03,9.953486442565918
1999-08-04,9.751997947692871
1999-08-05,9.665651321411133
1999-08-06,9.59080982208252
1999-08-09,9.464160919189453
1999-08-10,9.464160919189453
1999-08-11,9.671407699584961
1999-08-12,9.786545753479004
1999-08-13,9.982269287109375
1999-08-16,10.12043571472168
1999-08-17,10.097407341003418
1999-08-18,10.06286907196045
1999-08-19,9.976512908935547
1999-08-20,10.085891723632812
1999-08-23,10.247082710266113
1999-08-24,10.235565185546875
1999-08-25,10.339190483093262
1999-08-26,10.137701034545898
1999-08-27,10.097407341003418
1999-08-30,9.878647804260254
1999-08-31,9.763519287109375
1999-09-01,9.775028228759766
1999-09-02,9.659887313842773
1999-09-03,9.924703598022461
1999-09-07,9.769268035888672
1999-09-08,9.717458724975586
1999-09-09,9.751997947692871
1999-09-10,9.9362154006958
1999-09-13,9.907428741455078
1999-09-14,9.85561752319336
1999-09-15,9.769268035888672
1999-09-16,9.562027931213379
1999-09-17,9.696741104125977
1999-09-20,9.685208320617676
1999-09-21,9.466142654418945
1999-09-22,9.569912910461426
1999-09-23,9.616028785705566
1999-09-24,9.420021057128906
1999-09-27,9.581445693969727
1999-09-28,9.552618026733398
1999-09-29,9.483439445495605
1999-09-30,9.621800422668457
1999-10-01,9.67367935180664
1999-10-04,9.984992980957031
1999-10-05,10.002285957336426
1999-10-06,10.111822128295898
1999-10-07,10.083003997802734
1999-10-08,10.371246337890625
1999-10-11,10.446194648742676
1999-10-12,10.232885360717773
1999-10-13,10.111822128295898
1999-10-14,9.967700958251953
1999-10-15,9.71403980255127
1999-10-18,9.777454376220703
1999-10-19,9.875455856323242
1999-10-20,10.048409461975098
1999-10-21,9.961932182312012
1999-10-22,10.221358299255371
1999-10-25,10.042642593383789
1999-10-26,9.794746398925781
1999-10-27,9.82357120513916
1999-10-28,10.192534446716309
1999-10-29,10.475018501281738
1999-11-01,10.400075912475586
1999-11-02,10.325128555297852
1999-11-03,10.238654136657715
1999-11-04,10.365483283996582
1999-11-05,10.434663772583008
1999-11-08,10.400075912475586
1999-11-09,10.290535926818848
1999-11-10,10.330894470214844
1999-11-11,10.353954315185547
1999-11-12,10.596081733703613
1999-11-15,10.613380432128906
1999-11-16,10.659493446350098
1999-11-17,10.567258834838867
1999-11-18,10.613380432128906
1999-11-19,10.515371322631836
1999-11-22,10.394309043884277
1999-11-23,10.353954315185547
1999-11-24,10.411602973937988
1999-11-26,10.538433074951172
1999-11-29,10.630677223205566
1999-11-30,10.480779647827148
1999-12-01,10.607614517211914
1999-12-02,10.561490058898926
1999-12-03,10.682557106018066
1999-12-06,10.699847221374512
1999-12-07,10.521140098571777
1999-12-08,10.463488578796387
1999-12-09,10.446194648742676
1999-12-10,10.734444618225098
1999-12-13,11.057279586791992
1999-12-14,10.913158416748047
1999-12-15,10.96504020690918
1999-12-16,11.207173347473145
1999-12-17,11.151945114135742
1999-12-20,10.828700065612793
1999-12-21,10.87487506866455
1999-12-22,10.897968292236328
1999-12-23,11.111541748046875
1999-12-27,11.221211433410645
1999-12-28,11.336654663085938
1999-12-29,11.382832527160645
1999-12-30,11.348201751708984
1999-12-31,11.475194931030273
2000-01-03,11.128853797912598
2000-01-04,10.794065475463867
2000-01-05,10.66130542755127
2000-01-06,10.78252124786377
2000-01-07,11.29047679901123
2000-01-10,11.23275375366211
2000-01-11,11.169262886047363
2000-01-12,11.105766296386719
2000-01-13,11.163490295410156
2000-01-14,11.13463020324707
2000-01-18,11.07112979888916
2000-01-19,11.048046112060547
2000-01-20,10.897968292236328
2000-01-21,10.672847747802734
2000-01-24,10.274566650390625
2000-01-25,10.338064193725586
2000-01-26,10.413103103637695
2000-01-27,10.384236335754395
2000-01-28,9.974411964416504
2000-01-31,10.049449920654297
2000-02-01,10.413103103637695
2000-02-02,10.343830108642578
2000-02-03,10.384236335754395
2000-02-04,10.366922378540039
2000-02-07,10.147581100463867
2000-02-08,10.37846565246582
2000-02-09,10.20529842376709
2000-02-10,10.112946510314941
2000-02-11,9.968639373779297
2000-02-14,10.020590782165527
2000-02-15,10.043678283691406
2000-02-16,9.65116024017334
2000-02-17,9.374098777770996
2000-02-18,9.235566139221191
2000-02-22,9.258655548095703
2000-02-23,9.229793548583984
2000-02-24,8.935410499572754
2000-02-25,8.970043182373047
2000-02-28,9.293289184570312
2000-02-29,9.489544868469238
2000-03-01,9.379873275756836
2000-03-02,9.36832332611084
2000-03-03,9.541492462158203
2000-03-06,9.316376686096191
2000-03-07,9.05662727355957
2000-03-08,9.16629695892334
2000-03-09,9.351011276245117
2000-03-10,9.224019050598145
2000-03-13,9.148978233337402
2000-03-14,9.16629695892334
2000-03-15,9.720431327819824
2000-03-16,10.436184883117676
2000-03-17,10.462331771850586
2000-03-20,10.364009857177734
2000-03-21,10.479681015014648
2000-03-22,10.433417320251465
2000-03-23,10.462331771850586
2000-03-24,10.497031211853027
2000-03-27,10.468116760253906
2000-03-28,10.502812385559082
2000-03-29,10.711018562316895
2000-03-30,10.94814682006836
2000-03-31,10.832473754882812
2000-04-03,11.156350135803223
2000-04-04,11.01754379272461
2000-04-05,11.034896850585938
2000-04-06,11.150568008422852
2000-04-07,11.150568008422852
2000-04-10,11.410820960998535
2000-04-11,11.491788864135742
2000-04-12,11.468656539916992
2000-04-13,11.254667282104492
2000-04-14,10.364009857177734
2000-04-17,10.375577926635742
2000-04-18,10.59534740447998
2000-04-19,10.676318168640137
2000-04-20,10.815120697021484
2000-04-24,10.93079662322998
2000-04-25,11.12742805480957
2000-04-26,11.115862846374512
2000-04-27,10.884527206420898
2000-04-28,10.606918334960938
2000-05-01,10.93079662322998
2000-05-02,10.855606079101562
2000-05-03,10.340879440307617
2000-05-04,10.17315673828125
2000-05-05,10.300395011901855
2000-05-08,10.271475791931152
2000-05-09,10.375577926635742
2000-05-10,10.375577926635742
2000-05-11,10.468116760253906
2000-05-12,10.618486404418945
2000-05-15,10.653188705444336
2000-05-16,10.734149932861328
2000-05-17,10.479681015014648
2000-05-18,10.687887191772461
2000-05-19,10.416065216064453
2000-05-22,10.259909629821777
2000-05-23,10.213643074035645
2000-05-24,10.028566360473633
2000-05-25,9.936030387878418
2000-05-26,9.727829933166504
2000-05-30,9.803011894226074
2000-05-31,10.034353256225586
2000-06-01,10.109536170959473
2000-06-02,10.387146949768066
2000-06-05,10.32931137084961
2000-06-06,9.999650955200195
2000-06-07,9.999650955200195
2000-06-08,9.901329040527344
2000-06-09,9.739394187927246
2000-06-12,9.496492385864258
2000-06-13,9.681560516357422
2000-06-14,9.716261863708496
2000-06-15,9.693122863769531
2000-06-16,9.584187507629395
2000-06-19,9.572603225708008
2000-06-20,9.363991737365723
2000-06-21,9.300254821777344
2000-06-22,9.259689331054688
2000-06-23,9.31763744354248
2000-06-26,9.31763744354248
2000-06-27,9.584187507629395
2000-06-28,9.549422264099121
2000-06-29,9.387174606323242
2000-06-30,9.491476058959961
2000-07-03,9.6189546585083
2000-07-05,9.734848976135254
2000-07-06,9.804383277893066
2000-07-07,10.279532432556152
2000-07-10,10.430194854736328
2000-07-11,10.505522727966309
2000-07-12,10.534497261047363
2000-07-13,10.337483406066895
2000-07-14,10.464960098266602
2000-07-17,10.407015800476074
2000-07-18,10.430194854736328
2000-07-19,10.296918869018555
2000-07-20,10.2679443359375
2000-07-21,10.244771003723145
2000-07-24,10.08251953125
2000-07-25,10.105701446533203
2000-07-26,10.070928573608398
2000-07-27,10.152055740356445
2000-07-28,9.839147567749023
2000-07-31,9.642136573791504
2000-08-01,9.781201362609863
2000-08-02,9.781201362609863
2000-08-03,9.734848976135254
2000-08-04,9.694284439086914
2000-08-07,9.955034255981445
2000-08-08,10.250567436218262
2000-08-09,10.070928573608398
2000-08-10,9.781201362609863
2000-08-11,9.920269966125488
2000-08-14,10.04775333404541
2000-08-15,9.758027076721191
2000-08-16,9.566810607910156
2000-08-17,9.572603225708008
2000-08-18,9.700080871582031
2000-08-21,9.468297958374023
2000-08-22,9.653722763061523
2000-08-23,9.595782279968262
2000-08-24,9.595782279968262
2000-08-25,9.682697296142578
2000-08-28,9.526244163513184
2000-08-29,9.48568058013916
2000-08-30,9.37558364868164
2000-08-31,9.24231243133545
2000-09-01,9.427733421325684
2000-09-05,9.526244163513184
2000-09-06,9.665310859680176
2000-09-07,9.584187507629395
2000-09-08,9.763822555541992
2000-09-11,9.943451881408691
2000-09-12,9.943451881408691
2000-09-13,9.943451881408691
2000-09-14,9.885501861572266
2000-09-15,9.799675941467285
2000-09-18,9.602167129516602
2000-09-19,9.439518928527832
2000-09-20,9.253636360168457
2000-09-21,9.59636116027832
2000-09-22,9.532459259033203
2000-09-25,9.387239456176758
2000-09-26,9.178114891052246
2000-09-27,9.26524829864502
2000-09-28,9.41047477722168
2000-09-29,9.253636360168457
2000-10-02,9.108403205871582
2000-10-03,9.178114891052246
2000-10-04,9.340765953063965
2000-10-05,9.218779563903809
2000-10-06,8.92833423614502
2000-10-09,8.986420631408691
2000-10-10,8.992236137390137
2000-10-11,8.736640930175781
2000-10-12,8.126699447631836
2000-10-13,8.295159339904785
2000-10-16,8.440382957458496
2000-10-17,8.208026885986328
2000-10-18,8.364870071411133
2000-10-19,8.707597732543945
2000-10-20,8.550750732421875
2000-10-23,8.603036880493164
2000-10-24,8.608843803405762
2000-10-25,8.481047630310059
2000-10-26,8.45199966430664
2000-10-27,8.5333251953125
2000-10-30,8.748255729675293
2000-10-31,9.137458801269531
2000-11-01,9.212967872619629
2000-11-02,9.294295310974121
2000-11-03,9.160694122314453
2000-11-06,9.282673835754395
2000-11-07,9.189732551574707
2000-11-08,9.294295310974121
2000-11-09,8.93414306640625
2000-11-10,8.52170467376709
2000-11-13,8.759870529174805
2000-11-14,9.021275520324707
2000-11-15,9.108403205871582
2000-11-16,9.009657859802246
2000-11-17,9.003844261169434
2000-11-20,8.783106803894043
2000-11-21,8.713401794433594
2000-11-22,8.62045955657959
2000-11-24,8.678544998168945
2000-11-27,8.992236137390137
2000-11-28,8.957377433776855
2000-11-29,9.085174560546875
2000-11-30,8.910902976989746
2000-12-01,8.92252254486084
2000-12-04,9.259441375732422
2000-12-05,9.480178833007812
2000-12-06,9.42209243774414
2000-12-07,9.294295310974121
2000-12-08,9.393049240112305
2000-12-11,9.27686882019043
2000-12-12,9.294295310974121
2000-12-13,9.108403205871582
2000-12-14,9.079366683959961
2000-12-15,8.840043067932129
2000-12-18,9.03221607208252
2000-12-19,8.816746711730957
2000-12-20,8.71192455291748
2000-12-21,8.979804039001465
2000-12-22,9.131211280822754
2000-12-26,8.956511497497559
2000-12-27,9.387447357177734
2000-12-28,9.503914833068848
2000-12-29,9.538858413696289
2001-01-02,9.52138614654541
2001-01-03,10.272618293762207
2001-01-04,10.418204307556152
2001-01-05,10.074621200561523
2001-01-08,9.94067668914795
2001-01-09,9.859151840209961
2001-01-10,9.92320728302002
2001-01-11,10.010562896728516
2001-01-12,10.004738807678223
2001-01-16,10.237676620483398
2001-01-17,10.097916603088379
2001-01-18,9.946500778198242
2001-01-19,9.550506591796875
2001-01-22,9.9115629196167
2001-01-23,10.028030395507812
2001-01-24,10.039679527282715
2001-01-25,10.196916580200195
2001-01-26,10.086267471313477
2001-01-29,10.28659439086914
2001-01-30,10.316410064697266
2001-01-31,10.648117065429688
2001-02-01,10.633206367492676
2001-02-02,10.4319486618042
2001-02-05,10.372313499450684
2001-02-06,10.38349437713623
2001-02-07,10.405860900878906
2001-02-08,10.100238800048828
2001-02-09,9.969795227050781
2001-02-12,10.249327659606934
2001-02-13,10.387226104736328
2001-02-14,10.28659439086914
2001-02-15,10.282866477966309
2001-02-16,10.152420997619629
2001-02-20,10.28659439086914
2001-02-21,9.843080520629883
2001-02-22,9.690274238586426
2001-02-23,9.850530624389648
2001-02-26,10.152420997619629
2001-02-27,10.100238800048828
2001-02-28,9.887800216674805
2001-03-01,9.7275390625
2001-03-02,9.802085876464844
2001-03-05,9.697724342346191
2001-03-06,9.943708419799805
2001-03-07,10.189688682556152
2001-03-08,10.353684425354004
2001-03-09,10.249327659606934
2001-03-12,9.869169235229492
2001-03-13,9.824441909790039
2001-03-14,9.61199951171875
2001-03-15,9.720090866088867
2001-03-16,9.523274421691895
2001-03-19,9.635310173034668
2001-03-20,9.657719612121582
2001-03-21,9.597967147827148
2001-03-22,9.299196243286133
2001-03-23,9.403763771057129
2001-03-26,9.56808853149414
2001-03-27,9.777225494384766
2001-03-28,9.616636276245117
2001-03-29,9.710005760192871
2001-03-30,9.74361515045166
2001-04-02,9.747346878051758
2001-04-03,9.418704986572266
2001-04-04,9.519539833068848
2001-04-05,9.732414245605469
2001-04-06,9.702534675598145
2001-04-09,9.612907409667969
2001-04-10,9.710005760192871
2001-04-11,9.601701736450195
2001-04-12,9.437379837036133
2001-04-16,9.482192039489746
2001-04-17,9.612907409667969
2001-04-18,10.202975273132324
2001-04-19,10.232845306396484
2001-04-20,10.124545097351074
2001-04-23,10.05732536315918
2001-04-24,9.881794929504395
2001-04-25,9.889265060424805
2001-04-26,10.135753631591797
2001-04-27,10.37850570678711
2001-04-30,10.19550609588623
2001-05-01,10.307547569274902
2001-05-02,10.389705657958984
2001-05-03,10.270196914672852
2001-05-04,10.363563537597656
2001-05-07,10.28513240814209
2001-05-08,10.277664184570312
2001-05-09,10.120811462402344
2001-05-10,10.41210651397705
2001-05-11,10.456931114196777
2001-05-14,10.4307861328125
2001-05-15,10.393440246582031
2001-05-16,10.520414352416992
2001-05-17,10.681005477905273
2001-05-18,10.67353630065918
2001-05-21,10.793047904968262
2001-05-22,10.830387115478516
2001-05-23,10.636186599731445
2001-05-24,10.59883975982666
2001-05-25,10.546563148498535
2001-05-29,10.464394569396973
2001-05-30,10.273932456970215
2001-05-31,10.438248634338379
2001-06-01,10.40090560913086
2001-06-04,10.367297172546387
2001-06-05,10.4905366897583
2001-06-06,10.382235527038574
2001-06-07,10.460661888122559
2001-06-08,10.498006820678711
2001-06-11,10.341156005859375
2001-06-12,10.419584274291992
2001-06-13,10.307547569274902
2001-06-14,10.199238777160645
2001-06-15,10.09781265258789
2001-06-18,10.206355094909668
2001-06-19,10.240030288696289
2001-06-20,10.389740943908691
2001-06-21,10.576874732971191
2001-06-22,10.472082138061523
2001-06-25,10.3373441696167
2001-06-26,10.19886589050293
2001-06-27,10.150209426879883
2001-06-28,10.311144828796387
2001-06-29,10.356057167053223
2001-07-02,10.457108497619629
2001-07-03,10.438399314880371
2001-07-05,10.22506332397461
2001-07-06,9.98178482055664
2001-07-09,10.052900314331055
2001-07-10,10.00798225402832
2001-07-11,10.116524696350098
2001-07-12,10.554424285888672
2001-07-13,10.726588249206543
2001-07-16,10.756523132324219
2001-07-17,10.816415786743164
2001-07-18,10.823896408081055
2001-07-19,10.898751258850098
2001-07-20,10.909976959228516
2001-07-23,10.707877159118652
2001-07-24,10.554424285888672
2001-07-25,10.760272026062012
2001-07-26,10.77149772644043
2001-07-27,10.741551399230957
2001-07-30,10.812665939331055
2001-07-31,10.816415786743164
2001-08-01,10.805183410644531
2001-08-02,10.87254524230957
2001-08-03,10.80144214630127
2001-08-06,10.606818199157715
2001-08-07,10.726588249206543
2001-08-08,10.59184455871582
2001-08-09,10.554424285888672
2001-08-10,10.546932220458984
2001-08-13,10.427170753479004
2001-08-14,10.457108497619629
2001-08-15,10.36728572845459
2001-08-16,10.445880889892578
2001-08-17,10.172663688659668
2001-08-20,10.299918174743652
2001-08-21,10.045414924621582
2001-08-22,10.071613311767578
2001-08-23,10.019213676452637
2001-08-24,10.210090637207031
2001-08-27,10.19886589050293
2001-08-28,10.112784385681152
2001-08-29,9.925647735595703
2001-08-30,9.723542213439941
2001-08-31,9.869505882263184
2001-09-04,9.921902656555176
2001-09-05,9.925647735595703
2001-09-06,9.5663480758667
2001-09-07,9.21827507019043
2001-09-10,9.139679908752441
2001-09-17,8.290081024169922
2001-09-18,8.338741302490234
2001-09-19,8.147860527038574
2001-09-20,7.867157459259033
2001-09-21,7.902073860168457
2001-09-24,8.337531089782715
2001-09-25,8.360052108764648
2001-09-26,8.386336326599121
2001-09-27,8.408853530883789
2001-09-28,8.622831344604492
2001-10-01,8.615324974060059
2001-10-02,8.85557746887207
2001-10-03,9.167155265808105
2001-10-04,8.971951484680176
2001-10-05,9.047025680541992
2001-10-08,8.863085746765137
2001-10-09,8.87059497833252
2001-10-10,9.238481521606445
2001-10-11,9.535043716430664
2001-10-12,9.328572273254395
2001-10-15,9.302299499511719
2001-10-16,9.396141052246094
2001-10-17,9.159647941589355
2001-10-18,9.159647941589355
2001-10-19,9.032014846801758
2001-10-22,9.234728813171387
2001-10-23,9.253490447998047
2001-10-24,9.215953826904297
2001-10-25,9.302299499511719
2001-10-26,9.399901390075684
2001-10-29,9.073305130004883
2001-10-30,8.900619506835938
2001-10-31,9.077058792114258
2001-11-01,9.245990753173828
2001-11-02,9.3848876953125
2001-11-05,9.606367111206055
2001-11-06,9.722735404968262
2001-11-07,9.655166625976562
2001-11-08,9.73775863647461
2001-11-09,9.685197830200195
2001-11-12,9.718985557556152
2001-11-13,9.966747283935547
2001-11-14,10.191980361938477
2001-11-15,10.191980361938477
2001-11-16,10.079368591308594
2001-11-19,10.413467407226562
2001-11-20,10.2858304977417
2001-11-21,10.188231468200684
2001-11-23,10.304604530334473
2001-11-26,10.387188911437988
2001-11-27,10.199492454528809
2001-11-28,10.135671615600586
2001-11-29,10.206995964050293
2001-11-30,10.2858304977417
2001-12-03,10.135671615600586
2001-12-04,10.360910415649414
2001-12-05,10.668733596801758
2001-12-06,10.548614501953125
2001-12-07,10.552363395690918
2001-12-10,10.413467407226562
2001-12-11,10.342143058776855
2001-12-12,10.360910415649414
2001-12-13,10.244538307189941
2001-12-14,10.327125549316406
2001-12-17,10.439738273620605
2001-12-18,10.548614501953125
2001-12-19,10.601165771484375
2001-12-20,10.537349700927734
2001-12-21,10.689244270324707
2001-12-24,10.726845741271973
2001-12-26,10.828356742858887
2001-12-27,10.839642524719238
2001-12-28,10.918596267700195
2001-12-31,10.753164291381836
2002-01-02,10.787002563476562
2002-01-03,10.753164291381836
2002-01-04,10.929877281188965
2002-01-07,10.865960121154785
2002-01-08,10.903559684753418
2002-01-09,10.753164291381836
2002-01-10,10.828356742858887
2002-01-11,10.625326156616211
2002-01-14,10.546371459960938
2002-01-15,10.614048957824707
2002-01-16,10.433578491210938
2002-01-17,10.557648658752441
2002-01-18,10.527571678161621
2002-01-22,10.59524917602539
2002-01-23,10.824600219726562
2002-01-24,10.828356742858887
2002-01-25,10.715567588806152
2002-01-28,10.899797439575195
2002-01-29,10.670443534851074
2002-01-30,10.941158294677734
2002-01-31,11.106587409973145
2002-02-01,10.993792533874512
2002-02-04,10.809560775756836
2002-02-05,10.798282623291016
2002-02-06,10.711810111999512
2002-02-07,10.583968162536621
2002-02-08,10.677962303161621
2002-02-11,10.997553825378418
2002-02-12,10.903559684753418
2002-02-13,11.065231323242188
2002-02-14,11.106587409973145
2002-02-15,10.978750228881836
2002-02-19,10.850920677185059
2002-02-20,11.065231323242188
2002-02-21,10.959953308105469
2002-02-22,10.974990844726562
2002-02-25,11.159222602844238
2002-02-26,11.279542922973633
2002-02-27,11.2607421875
2002-02-28,11.166748046875
2002-03-01,11.272017478942871
2002-03-04,11.44120979309082
2002-03-05,11.106587409973145
2002-03-06,11.2607421875
2002-03-07,11.34721565246582
2002-03-08,11.411134719848633
2002-03-11,11.358498573303223
2002-03-12,11.381059646606445
2002-03-13,11.354735374450684
2002-03-14,11.354735374450684
2002-03-15,11.500800132751465
2002-03-18,11.504570007324219
2002-03-19,11.553509712219238
2002-03-20,11.508337020874023
2002-03-21,11.36528205871582
2002-03-22,11.312572479248047
2002-03-25,11.105524063110352
2002-03-26,11.256104469299316
2002-03-27,11.33139705657959
2002-03-28,11.308808326721191
2002-04-01,11.097987174987793
2002-04-02,10.898468971252441
2002-04-03,10.815649032592773
2002-04-04,10.962468147277832
2002-04-05,11.030227661132812
2002-04-08,11.19587230682373
2002-04-09,11.274930953979492
2002-04-10,11.406692504882812
2002-04-11,11.23351764678955
2002-04-12,11.463157653808594
2002-04-15,11.289982795715332
2002-04-16,11.455626487731934
2002-04-17,11.3389253616333
2002-04-18,11.26363468170166
2002-04-19,11.312572479248047
2002-04-22,11.20340347290039
2002-04-23,11.222228050231934
2002-04-24,11.124345779418945
2002-04-25,11.154465675354004
2002-04-26,11.08670425415039
2002-04-29,10.966232299804688
2002-04-30,10.992581367492676
2002-05-01,11.05281925201416
2002-05-02,11.154465675354004
2002-05-03,11.003878593444824
2002-05-06,10.804349899291992
2002-05-07,10.962468147277832
2002-05-08,11.124345779418945
2002-05-09,10.95494556427002
2002-05-10,10.77424144744873
2002-05-13,10.890942573547363
2002-05-14,11.278693199157715
2002-05-15,11.210929870605469
2002-05-16,11.293749809265137
2002-05-17,11.387866973876953
2002-05-20,11.35022258758545
2002-05-21,11.067878723144531
2002-05-22,11.018938064575195
2002-05-23,11.124345779418945
2002-05-24,11.037760734558105
2002-05-28,10.864590644836426
2002-05-29,10.842000961303711
2002-05-30,10.74788761138916
2002-05-31,10.936113357543945
2002-06-03,10.646240234375
2002-06-04,10.58601188659668
2002-06-05,10.804349899291992
2002-06-06,10.6349515914917
2002-06-07,10.646240234375
2002-06-10,10.823182106018066
2002-06-11,10.76671028137207
2002-06-12,10.857060432434082
2002-06-13,10.608596801757812
2002-06-14,10.540833473205566
2002-06-17,10.819415092468262
2002-06-18,10.78553581237793
2002-06-19,10.74035930633545
2002-06-20,10.582242012023926
2002-06-21,10.416682243347168
2002-06-24,10.529818534851074
2002-06-25,10.352560997009277
2002-06-26,10.258280754089355
2002-06-27,10.318621635437012
2002-06-28,10.360107421875
2002-07-01,10.04708194732666
2002-07-02,9.907538414001465
2002-07-03,10.03576374053955
2002-07-05,10.43176555633545
2002-07-08,10.288451194763184
2002-07-09,10.054622650146484
2002-07-10,9.726509094238281
2002-07-11,9.718972206115723
2002-07-12,9.59450912475586
2002-07-15,9.447421073913574
2002-07-16,9.190962791442871
2002-07-17,9.141936302185059
2002-07-18,8.99108600616455
2002-07-19,8.553595542907715
2002-07-22,8.41405200958252
2002-07-23,8.278284072875977
2002-07-24,8.764793395996094
2002-07-25,8.621485710144043
2002-07-26,8.723307609558105
2002-07-29,9.20228099822998
2002-07-30,9.168338775634766
2002-07-31,9.12308120727539
2002-08-01,8.843994140625
2002-08-02,8.451766014099121
2002-08-05,8.25565242767334
2002-08-06,8.500795364379883
2002-08-07,8.621485710144043
2002-08-08,8.734619140625
2002-08-09,8.768566131591797
2002-08-12,8.644107818603516
2002-08-13,8.546055793762207
2002-08-14,9.013710021972656
2002-08-15,9.383309364318848
2002-08-16,9.371994972229004
2002-08-19,9.590738296508789
2002-08-20,9.522852897644043
2002-08-21,9.681251525878906
2002-08-22,9.828338623046875
2002-08-23,9.556796073913574
2002-08-26,9.613365173339844
2002-08-27,9.417251586914062
2002-08-28,9.307883262634277
2002-08-29,9.394622802734375
2002-08-30,9.398397445678711
2002-09-03,9.062735557556152
2002-09-04,9.232449531555176
2002-09-05,9.062735557556152
2002-09-06,9.345596313476562
2002-09-09,9.470051765441895
2002-09-10,9.586967468261719
