,XLE
1999-04-08,6.119107723236084
1999-04-09,6.2342729568481445
1999-04-12,6.28033971786499
1999-04-13,6.272659778594971
1999-04-14,6.1958842277526855
1999-04-15,6.464605331420898
1999-04-16,6.668062686920166
1999-04-19,6.748675346374512
1999-04-20,6.641188621520996
1999-04-21,6.541377067565918
1999-04-22,6.656545639038086
1999-04-23,6.5720906257629395
1999-04-26,6.426214218139648
1999-04-27,6.629671573638916
1999-04-28,6.848483562469482
1999-04-29,7.055782794952393
1999-04-30,6.936777591705322
1999-05-03,7.109523773193359
1999-05-04,7.117206573486328
1999-05-05,7.013558864593506
1999-05-06,6.994363307952881
1999-05-07,7.036591053009033
1999-05-10,6.955976486206055
1999-05-11,6.979004859924316
1999-05-12,6.848483562469482
1999-05-13,6.8830413818359375
1999-05-14,6.833130359649658
1999-05-17,6.806258678436279
1999-05-18,6.648865222930908
1999-05-19,6.740999698638916
1999-05-20,6.817776203155518
1999-05-21,6.925260543823242
1999-05-24,6.760193347930908
1999-05-25,6.733318328857422
1999-05-26,6.925260543823242
1999-05-27,6.717967510223389
1999-05-28,6.78706693649292
1999-06-01,6.748675346374512
1999-06-02,6.825453758239746
1999-06-03,6.848483562469482
1999-06-04,6.955976486206055
1999-06-07,7.036591053009033
1999-06-08,6.925260543823242
1999-06-09,6.940618515014648
1999-06-10,6.979004859924316
1999-06-11,7.032752990722656
1999-06-14,7.094172954559326
1999-06-15,7.182464122772217
1999-06-16,7.109523773193359
1999-06-17,7.117206573486328
1999-06-18,7.1301069259643555
1999-06-21,6.964200496673584
1999-06-22,6.890892028808594
1999-06-23,6.944912433624268
1999-06-24,6.829159736633301
1999-06-25,6.775146007537842
1999-06-28,6.732705593109131
1999-06-29,6.825305938720703
1999-06-30,6.925619602203369
1999-07-01,6.979634761810303
1999-07-02,7.00278377532959
1999-07-06,7.1339640617370605
1999-07-07,7.114673137664795
1999-07-08,7.160973072052002
1999-07-09,7.157115459442139
1999-07-12,7.230425834655762
1999-07-13,7.160973072052002
1999-07-14,7.172550201416016
1999-07-15,7.238139629364014
1999-07-16,7.19183874130249
1999-07-19,7.164830684661865
1999-07-20,6.975776195526123
1999-07-21,7.052944183349609
1999-07-22,6.948768615722656
1999-07-23,6.983492374420166
1999-07-26,6.8523101806640625
1999-07-27,6.8523101806640625
1999-07-28,6.952621936798096
1999-07-29,6.910185813903809
1999-07-30,7.056800842285156
1999-08-02,6.902469158172607
1999-08-03,6.991211414337158
1999-08-04,7.087664604187012
1999-08-05,7.211128234863281
1999-08-06,7.199560165405273
1999-08-09,7.373180389404297
1999-08-10,7.330738544464111
1999-08-11,7.377039432525635
1999-08-12,7.392467975616455
1999-08-13,7.369319915771484
1999-08-16,7.296014308929443
1999-08-17,7.35003137588501
1999-08-18,7.296014308929443
1999-08-19,7.346175670623779
1999-08-20,7.369319915771484
1999-08-23,7.407905101776123
1999-08-24,7.361604690551758
1999-08-25,7.326877593994141
1999-08-26,7.137823581695557
1999-08-27,7.1339640617370605
1999-08-30,7.037508010864258
1999-08-31,7.1339640617370605
1999-09-01,7.114673137664795
1999-09-02,7.037508010864258
1999-09-03,7.1223883628845215
1999-09-07,7.253569602966309
1999-09-08,7.2767229080200195
1999-09-09,7.438769817352295
1999-09-10,7.415617942810059
1999-09-13,7.299873352050781
1999-09-14,7.218847274780273
1999-09-15,7.114673137664795
1999-09-16,7.110815048217773
1999-09-17,7.177938938140869
1999-09-20,7.069419860839844
1999-09-21,6.836879730224609
1999-09-22,6.84462833404541
1999-09-23,6.76711368560791
1999-09-24,6.6973490715026855
1999-09-27,6.759363174438477
1999-09-28,6.650836944580078
1999-09-29,6.739981651306152
1999-09-30,6.805870056152344
1999-10-01,6.782615661621094
1999-10-04,6.705102443695068
1999-10-05,6.557818412780762
1999-10-06,6.674092769622803
1999-10-07,6.5500688552856445
1999-10-08,6.476426124572754
1999-10-11,6.5733232498168945
1999-10-12,6.608206748962402
1999-10-13,6.650836944580078
1999-10-14,6.62758207321167
1999-10-15,6.530689716339111
1999-10-18,6.5423173904418945
1999-10-19,6.561694145202637
1999-10-20,6.6973490715026855
1999-10-21,6.728354454040527
1999-10-22,6.840752124786377
1999-10-25,6.728354454040527
1999-10-26,6.5733232498168945
1999-10-27,6.62758207321167
1999-10-28,6.6585917472839355
1999-10-29,6.705102443695068
1999-11-01,6.701223850250244
1999-11-02,6.639213562011719
1999-11-03,6.60432767868042
1999-11-04,6.49968147277832
1999-11-05,6.3407769203186035
1999-11-08,6.581070899963379
1999-11-09,6.720602035522461
1999-11-10,6.867883682250977
1999-11-11,6.867883682250977
1999-11-12,6.914388656616211
1999-11-15,6.953147888183594
1999-11-16,7.069419860839844
1999-11-17,7.193448543548584
1999-11-18,7.193448543548584
1999-11-19,7.030664920806885
1999-11-22,6.918267726898193
1999-11-23,6.774862766265869
1999-11-24,6.860130786895752
1999-11-26,6.759363174438477
1999-11-29,6.705102443695068
1999-11-30,6.693470478057861
1999-12-01,6.8252482414245605
1999-12-02,6.759363174438477
1999-12-03,6.728354454040527
1999-12-06,6.724478244781494
1999-12-07,6.596579074859619
1999-12-08,6.6663408279418945
1999-12-09,6.720602035522461
1999-12-10,6.526814937591553
1999-12-13,6.56557035446167
1999-12-14,6.5500688552856445
1999-12-15,6.681844711303711
1999-12-16,6.747735023498535
1999-12-17,6.717102527618408
1999-12-20,6.569386959075928
1999-12-21,6.588825225830078
1999-12-22,6.553839683532715
1999-12-23,6.740425109863281
1999-12-27,6.693778991699219
1999-12-28,6.701554775238037
1999-12-29,6.7715229988098145
1999-12-30,6.717102527618408
1999-12-31,6.740425109863281
2000-01-03,6.6082563400268555
2000-01-04,6.483868598937988
2000-01-05,6.654905319213867
2000-01-06,6.911460876464844
2000-01-07,6.985316276550293
2000-01-10,6.927011013031006
2000-01-11,6.93478536605835
2000-01-12,6.9036865234375
2000-01-13,7.024187088012695
2000-01-14,6.98143196105957
2000-01-18,7.06695032119751
2000-01-19,7.043625831604004
2000-01-20,7.043625831604004
2000-01-21,7.2379913330078125
2000-01-24,6.98143196105957
2000-01-25,6.965882301330566
2000-01-26,6.857043266296387
2000-01-27,6.717102527618408
2000-01-28,6.639358043670654
2000-01-31,6.794839859008789
2000-02-01,6.779296875
2000-02-02,6.822058200836182
2000-02-03,6.740425109863281
2000-02-04,6.546065330505371
2000-02-07,6.619920253753662
2000-02-08,6.561612606048584
2000-02-09,6.343925952911377
2000-02-10,6.47609806060791
2000-02-11,6.398351669311523
2000-02-14,6.499419689178467
2000-02-15,6.7715229988098145
2000-02-16,6.802617073059082
2000-02-17,6.794839859008789
2000-02-18,6.596597671508789
2000-02-22,6.53828763961792
2000-02-23,6.367253303527832
2000-02-24,6.2972846031188965
2000-02-25,6.172891139984131
2000-02-28,6.35947847366333
2000-02-29,6.507193565368652
2000-03-01,6.670456409454346
2000-03-02,6.794839859008789
2000-03-03,6.68600606918335
2000-03-06,6.647132873535156
2000-03-07,7.105824947357178
2000-03-08,6.9892072677612305
2000-03-09,6.9969801902771
2000-03-10,6.9036865234375
2000-03-13,6.802617073059082
2000-03-14,6.888140678405762
2000-03-15,6.857043266296387
2000-03-16,7.152468681335449
2000-03-17,6.934620380401611
2000-03-20,6.825414657592773
2000-03-21,7.043824672698975
2000-03-22,6.989223480224609
2000-03-23,6.981423377990723
2000-03-24,6.997021198272705
2000-03-27,7.02042293548584
2000-03-28,6.989223480224609
2000-03-29,7.35584020614624
2000-03-30,7.35584020614624
2000-03-31,7.316833972930908
2000-04-03,7.441648960113525
2000-04-04,7.34804105758667
2000-04-05,7.1296305656433105
2000-04-06,7.316833972930908
2000-04-07,7.203734874725342
2000-04-10,7.0984272956848145
2000-04-11,7.223236560821533
2000-04-12,7.285636901855469
2000-04-13,7.270035743713379
2000-04-14,7.114029407501221
2000-04-17,6.942416191101074
2000-04-18,6.977520942687988
2000-04-19,7.1296305656433105
2000-04-20,7.141328811645508
2000-04-24,7.2193379402160645
2000-04-25,7.231036186218262
2000-04-26,7.324638366699219
2000-04-27,7.426046371459961
2000-04-28,7.207634925842285
2000-05-01,7.324638366699219
2000-05-02,7.429950714111328
2000-05-03,7.238834857940674
2000-05-04,7.426046371459961
2000-05-05,7.50405216217041
2000-05-08,7.597655296325684
2000-05-09,7.601559162139893
2000-05-10,7.624961853027344
2000-05-11,7.862872123718262
2000-05-12,7.890176296234131
2000-05-15,8.053980827331543
2000-05-16,7.897980213165283
2000-05-17,7.936975955963135
2000-05-18,7.92527961730957
2000-05-19,7.940881252288818
2000-05-22,7.874576091766357
2000-05-23,7.843369960784912
2000-05-24,7.851176738739014
2000-05-25,7.706864833831787
2000-05-26,7.710764408111572
2000-05-30,7.81997537612915
2000-05-31,8.053980827331543
2000-06-01,7.979883670806885
2000-06-02,7.706864833831787
2000-06-05,7.597655296325684
2000-06-06,7.894077301025391
2000-06-07,7.792670249938965
2000-06-08,7.831670761108398
2000-06-09,7.780969619750977
2000-06-12,7.956480503082275
2000-06-13,7.956480503082275
2000-06-14,7.944778919219971
2000-06-15,7.831670761108398
2000-06-16,7.963603496551514
2000-06-19,7.896978378295898
2000-06-20,7.853870868682861
2000-06-21,7.994956970214844
2000-06-22,7.783328056335449
2000-06-23,7.8813042640686035
2000-06-26,7.8185954093933105
2000-06-27,7.763730049133301
2000-06-28,7.697107791900635
2000-06-29,7.71278190612793
2000-06-30,7.61088752746582
2000-07-03,7.657914161682129
2000-07-05,7.340467929840088
2000-07-06,7.4149298667907715
2000-07-07,7.450202465057373
2000-07-10,7.485472202301025
2000-07-11,7.751972675323486
2000-07-12,7.650074481964111
2000-07-13,7.532500743865967
2000-07-14,7.5246686935424805
2000-07-17,7.426685333251953
2000-07-18,7.493314266204834
2000-07-19,7.4737162590026855
2000-07-20,7.399253845214844
2000-07-21,7.258166790008545
2000-07-24,7.183701515197754
2000-07-25,7.11707878112793
2000-07-26,7.175864219665527
2000-07-27,7.4227681159973145
2000-07-28,7.36790132522583
2000-07-31,7.320869445800781
2000-08-01,7.458042621612549
2000-08-02,7.5991339683532715
2000-08-03,7.493314266204834
2000-08-04,7.5246686935424805
2000-08-07,7.6226420402526855
2000-08-08,7.638320446014404
2000-08-09,7.775487899780273
2000-08-10,7.8460307121276855
2000-08-11,7.838191986083984
2000-08-14,7.947932720184326
2000-08-15,7.916573524475098
2000-08-16,8.026309967041016
2000-08-17,8.214425086975098
2000-08-18,8.120368957519531
2000-08-21,8.151723861694336
2000-08-22,8.128203392028809
2000-08-23,8.339839935302734
2000-08-24,8.159561157226562
2000-08-25,8.18306827545166
2000-08-28,8.214425086975098
2000-08-29,8.222261428833008
2000-08-30,8.151723861694336
2000-08-31,8.120368957519531
2000-09-01,8.20267105102539
2000-09-05,8.20267105102539
2000-09-06,8.38294506072998
2000-09-07,8.34376049041748
2000-09-08,8.245780944824219
2000-09-11,8.508358001708984
2000-09-12,8.496603012084961
2000-09-13,8.355513572692871
2000-09-14,8.33199691772461
2000-09-15,8.549077987670898
2000-09-18,8.564826011657715
2000-09-19,8.336530685424805
2000-09-20,8.171219825744629
2000-09-21,8.108244895935059
2000-09-22,8.057076454162598
2000-09-25,7.935055255889893
2000-09-26,8.12398624420166
2000-09-27,8.27749252319336
2000-09-28,8.24600887298584
2000-09-29,8.253877639770508
2000-10-02,8.423124313354492
2000-10-03,8.419188499450684
2000-10-04,8.171219825744629
2000-10-05,8.159408569335938
2000-10-06,8.12398624420166
2000-10-09,8.249939918518066
2000-10-10,8.434935569763184
2000-10-11,8.513659477233887
2000-10-12,8.643543243408203
2000-10-13,8.312914848327637
2000-10-16,8.234193801879883
2000-10-17,8.238134384155273
2000-10-18,8.127921104431152
2000-10-19,8.167282104492188
2000-10-20,8.32866382598877
2000-10-23,8.19483757019043
2000-10-24,8.057076454162598
2000-10-25,7.860271453857422
2000-10-26,7.895698547363281
2000-10-27,7.8405914306640625
2000-10-30,7.9744157791137695
2000-10-31,8.029523849487305
2000-11-01,8.289299964904785
2000-11-02,7.998034954071045
2000-11-03,7.966545581817627
2000-11-06,7.998034954071045
2000-11-07,8.06100845336914
2000-11-08,8.139732360839844
2000-11-09,8.053142547607422
2000-11-10,8.07675838470459
2000-11-13,8.013781547546387
2000-11-14,8.06100845336914
2000-11-15,8.2184476852417
2000-11-16,8.249939918518066
2000-11-17,8.183028221130371
2000-11-20,8.143668174743652
2000-11-21,8.32866382598877
2000-11-22,8.19483757019043
2000-11-24,8.312914848327637
2000-11-27,8.24600887298584
2000-11-28,8.238134384155273
2000-11-29,7.8760151863098145
2000-11-30,7.608365058898926
2000-12-01,7.777616500854492
2000-12-04,7.911442279815674
2000-12-05,7.746127128601074
2000-12-06,7.6831488609313965
2000-12-07,7.8091044425964355
2000-12-08,7.80517053604126
2000-12-11,7.828789710998535
2000-12-12,7.91931676864624
2000-12-13,7.935055255889893
2000-12-14,7.6910223960876465
2000-12-15,7.781126022338867
2000-12-18,8.021943092346191
2000-12-19,8.160116195678711
2000-12-20,7.919300079345703
2000-12-21,7.978516101837158
2000-12-22,8.085108757019043
2000-12-26,8.424617767333984
2000-12-27,8.416727066040039
2000-12-28,8.554896354675293
2000-12-29,8.38514232635498
2001-01-02,8.404879570007324
2001-01-03,8.148276329040527
2001-01-04,7.8956146240234375
2001-01-05,8.0653715133667
2001-01-08,8.037734985351562
2001-01-09,7.875873565673828
2001-01-10,7.927199840545654
2001-01-11,8.014050483703613
2001-01-12,7.962726593017578
2001-01-16,7.958780765533447
2001-01-17,7.919300079345703
2001-01-18,7.769284248352051
2001-01-19,7.733753681182861
2001-01-22,7.816658020019531
2001-01-23,7.939038276672363
2001-01-24,7.931144714355469
2001-01-25,8.168009757995605
2001-01-26,8.029838562011719
2001-01-29,7.963835716247559
2001-01-30,8.032049179077148
2001-01-31,8.117955207824707
2001-02-01,8.014365196228027
2001-02-02,8.148276329040527
2001-02-05,8.31250286102295
2001-02-06,8.365565299987793
2001-02-07,8.388300895690918
2001-02-08,8.433782577514648
2001-02-09,8.570218086242676
2001-02-12,8.456521034240723
2001-02-13,8.438834190368652
2001-02-14,8.378193855285645
2001-02-15,8.269548416137695
2001-02-16,8.34282112121582
2001-02-20,8.294817924499512
2001-02-21,8.239228248596191
2001-02-22,8.198806762695312
2001-02-23,8.095213890075684
2001-02-26,8.18364429473877
2001-02-27,8.1331148147583
2001-02-28,8.019421577453613
2001-03-01,8.110373497009277
2001-03-02,8.294817924499512
2001-03-05,8.340295791625977
2001-03-06,8.383254051208496
2001-03-07,8.56263256072998
2001-03-08,8.648540496826172
2001-03-09,8.608112335205078
2001-03-12,8.322610855102539
2001-03-13,8.22407341003418
2001-03-14,8.100272178649902
2001-03-15,8.105319023132324
2001-03-16,7.9702467918396
2001-03-19,8.071614265441895
2001-03-20,8.14257526397705
2001-03-21,7.909424781799316
2001-03-22,7.676271438598633
2001-03-23,7.737092018127441
2001-03-26,7.838461875915527
2001-03-27,7.881545066833496
2001-03-28,7.7675042152404785
2001-03-29,7.602780818939209
2001-03-30,7.780176639556885
2001-04-02,7.635725975036621
2001-04-03,7.42537784576416
2001-04-04,7.557160377502441
2001-04-05,7.754834175109863
2001-04-06,7.764970779418945
2001-04-09,7.947434425354004
2001-04-10,8.084288597106934
2001-04-11,7.9398322105407715
2001-04-12,8.02346420288086
2001-04-16,8.180590629577637
2001-04-17,8.22367000579834
2001-04-18,8.180590629577637
2001-04-19,8.038670539855957
2001-04-20,8.124837875366211
2001-04-23,8.340246200561523
2001-04-24,8.355451583862305
2001-04-25,8.474563598632812
2001-04-26,8.641824722290039
2001-04-27,8.583538055419922
2001-04-30,8.583538055419922
2001-05-01,8.527785301208496
2001-05-02,8.195795059204102
2001-05-03,8.155245780944824
2001-05-04,8.284491539001465
2001-05-07,8.307297706604004
2001-05-08,8.299696922302246
2001-05-09,8.446684837341309
2001-05-10,8.385865211486816
2001-05-11,8.304770469665527
2001-05-14,8.434013366699219
2001-05-15,8.510041236877441
2001-05-16,8.581002235412598
2001-05-17,8.608879089355469
2001-05-18,8.788812637329102
2001-05-21,8.768540382385254
2001-05-22,8.679839134216309
2001-05-23,8.54806137084961
2001-05-24,8.532848358154297
2001-05-25,8.459362030029297
2001-05-29,8.446684837341309
2001-05-30,8.413740158081055
2001-05-31,8.502442359924316
2001-06-01,8.464425086975098
2001-06-04,8.578466415405273
2001-06-05,8.603814125061035
2001-06-06,8.385865211486816
2001-06-07,8.287029266357422
2001-06-08,8.309833526611328
2001-06-11,8.3326416015625
2001-06-12,8.395999908447266
2001-06-13,8.355451583862305
2001-06-14,8.185656547546387
2001-06-15,8.247018814086914
2001-06-18,8.155359268188477
2001-06-19,8.147721290588379
2001-06-20,7.994950294494629
2001-06-21,7.875280380249023
2001-06-22,8.028053283691406
2001-06-25,7.933842658996582
2001-06-26,7.9822187423706055
2001-06-27,7.791258335113525
2001-06-28,7.625758647918701
2001-06-29,7.727605819702148
2001-07-02,7.7072319984436035
2001-07-03,7.697050094604492
2001-07-05,7.765793800354004
2001-07-06,7.737788677215576
2001-07-09,7.62830114364624
2001-07-10,7.638488292694092
2001-07-11,7.5366411209106445
2001-07-12,7.526456356048584
2001-07-13,7.554465293884277
2001-07-16,7.429704666137695
2001-07-17,7.396604537963867
2001-07-18,7.3176703453063965
2001-07-19,7.3940558433532715
2001-07-20,7.5519185066223145
2001-07-23,7.465347766876221
2001-07-24,7.198000431060791
2001-07-25,7.531548976898193
2001-07-26,7.68432092666626
2001-07-27,7.719962120056152
2001-07-30,7.727605819702148
2001-07-31,7.638488292694092
2001-08-01,7.6104817390441895
2001-08-02,7.605384349822998
2001-08-03,7.490811824798584
2001-08-06,7.480626583099365
2001-08-07,7.480626583099365
2001-08-08,7.327853202819824
2001-08-09,7.3711395263671875
2001-08-10,7.37877893447876
2001-08-13,7.414424419403076
2001-08-14,7.455163478851318
2001-08-15,7.567192554473877
2001-08-16,7.5239081382751465
2001-08-17,7.467895030975342
2001-08-20,7.414424419403076
2001-08-21,7.4093337059021
2001-08-22,7.414424419403076
2001-08-23,7.480626583099365
2001-08-24,7.541731357574463
2001-08-27,7.531548976898193
2001-08-28,7.452617168426514
2001-08-29,7.422060966491699
2001-08-30,7.315123081207275
2001-08-31,7.315123081207275
2001-09-04,7.3584089279174805
2001-09-05,7.38387393951416
2001-09-06,7.332949161529541
2001-09-07,7.327853202819824
2001-09-10,7.350769519805908
2001-09-17,7.200549602508545
2001-09-18,6.851723670959473
2001-09-19,6.604743003845215
2001-09-20,6.4188761711120605
2001-09-21,6.421691417694092
2001-09-24,6.2526984214782715
2001-09-25,6.18356466293335
2001-09-26,6.140036106109619
2001-09-27,6.383286476135254
2001-09-28,6.61116886138916
2001-10-01,6.518990993499756
2001-10-02,6.662377834320068
2001-10-03,6.754555702209473
2001-10-04,6.9133076667785645
2001-10-05,6.964513301849365
2001-10-08,6.977316379547119
2001-10-09,6.990120887756348
2001-10-10,7.29994010925293
2001-10-11,7.297377109527588
2001-10-12,7.248729705810547
2001-10-15,7.115583896636963
2001-10-16,7.200078964233398
2001-10-17,7.164229869842529
2001-10-18,6.874897480010986
2001-10-19,6.9005022048950195
2001-10-22,6.9850006103515625
2001-10-23,6.959394454956055
2001-10-24,6.862093448638916
2001-10-25,7.036210060119629
2001-10-26,7.171912670135498
2001-10-29,7.105340957641602
2001-10-30,6.867214202880859
2001-10-31,6.877457618713379
2001-11-01,6.982438087463379
2001-11-02,6.792962551116943
2001-11-05,6.75199556350708
2001-11-06,6.7110276222229
2001-11-07,6.739192485809326
2001-11-08,6.869779109954834
2001-11-09,7.002923011779785
2001-11-12,6.9850006103515625
2001-11-13,7.041332244873047
2001-11-14,6.69822359085083
2001-11-15,6.3602399826049805
2001-11-16,6.478020191192627
2001-11-19,6.462662696838379
2001-11-20,6.700782775878906
2001-11-21,6.613727569580078
2001-11-23,6.675178527832031
2001-11-26,6.565079212188721
2001-11-27,6.570201396942139
2001-11-28,6.41657018661499
2001-11-29,6.526673793792725
2001-11-30,6.493387222290039
2001-12-03,6.580444812774658
2001-12-04,6.672616958618164
2001-12-05,6.810883522033691
2001-12-06,6.608607769012451
2001-12-07,6.652135848999023
2001-12-10,6.559957027435303
2001-12-11,6.452418804168701
2001-12-12,6.467779159545898
2001-12-13,6.362799167633057
2001-12-14,6.426814079284668
2001-12-17,6.411447048187256
2001-12-18,6.495946884155273
2001-12-19,6.644457817077637
2001-12-20,6.613727569580078
2001-12-21,6.658977508544922
2001-12-24,6.769532680511475
2001-12-26,6.887801647186279
2001-12-27,6.910938262939453
2001-12-28,6.941793918609619
2001-12-31,6.864660263061523
2002-01-02,6.813242435455322
2002-01-03,6.772103309631348
2002-01-04,6.802957057952881
2002-01-07,6.800384998321533
2002-01-08,6.741250038146973
2002-01-09,6.748964786529541
2002-01-10,6.697542190551758
2002-01-11,6.568991184234619
2002-01-14,6.489290237426758
2002-01-15,6.5947041511535645
2002-01-16,6.458437919616699
2002-01-17,6.455868244171143
2002-01-18,6.4018778800964355
2002-01-22,6.355599403381348
2002-01-23,6.535566329956055
2002-01-24,6.625555992126465
2002-01-25,6.697542190551758
2002-01-28,6.5947041511535645
2002-01-29,6.414731025695801
2002-01-30,6.466152191162109
2002-01-31,6.620412826538086
2002-02-01,6.656407356262207
2002-02-04,6.479007720947266
2002-02-05,6.435297966003418
2002-02-06,6.479007720947266
2002-02-07,6.404448509216309
2002-02-08,6.476436138153076
2002-02-11,6.561281681060791
2002-02-12,6.530427932739258
2002-02-13,6.568991184234619
2002-02-14,6.622980117797852
2002-02-15,6.628124713897705
2002-02-19,6.568991184234619
2002-02-20,6.548425197601318
2002-02-21,6.625555992126465
2002-02-22,6.808099269866943
2002-02-25,6.905796051025391
2002-02-26,6.869802474975586
2002-02-27,6.864660263061523
2002-02-28,6.846664905548096
2002-03-01,6.944362640380859
2002-03-04,7.096055507659912
2002-03-05,7.0986247062683105
2002-03-06,7.23488712310791
2002-03-07,7.288881778717041
2002-03-08,7.255456924438477
2002-03-11,7.332587718963623
2002-03-12,7.396867275238037
2002-03-13,7.348014831542969
2002-03-14,7.345444679260254
2002-03-15,7.398589134216309
2002-03-18,7.455340385437012
2002-03-19,7.545631408691406
2002-03-20,7.465656757354736
2002-03-21,7.506936550140381
2002-03-22,7.331512928009033
2002-03-25,7.264439582824707
2002-03-26,7.323775768280029
2002-03-27,7.494035720825195
2002-03-28,7.4527587890625
2002-04-01,7.504353046417236
2002-04-02,7.597222805023193
2002-04-03,7.43212366104126
2002-04-04,7.297976970672607
2002-04-05,7.215426445007324
2002-04-08,7.326355934143066
2002-04-09,7.220587730407715
2002-04-10,7.3031415939331055
2002-04-11,7.228328227996826
2002-04-12,6.99099063873291
2002-04-15,7.127715587615967
2002-04-16,7.261857032775879
2002-04-17,7.352149963378906
2002-04-18,7.388267993927002
2002-04-19,7.421803951263428
2002-04-22,7.349573135375977
2002-04-23,7.331512928009033
2002-04-24,7.199950695037842
2002-04-25,7.25154447555542
2002-04-26,7.171572685241699
2002-04-29,7.125138759613037
2002-04-30,7.184472560882568
2002-05-01,7.228328227996826
2002-05-02,7.282497882843018
2002-05-03,7.3082966804504395
2002-05-06,7.05806303024292
2002-05-07,7.024529457092285
2002-05-08,7.171572685241699
2002-05-09,7.107077598571777
2002-05-10,7.101921081542969
2002-05-13,7.238646507263184
2002-05-14,7.259279251098633
2002-05-15,7.138037204742432
2002-05-16,7.220587730407715
2002-05-17,7.161255836486816
2002-05-20,7.112241744995117
2002-05-21,7.117398262023926
2002-05-22,7.2360663414001465
2002-05-23,7.297976970672607
2002-05-24,7.2180047035217285
2002-05-28,7.161255836486816
2002-05-29,7.094183444976807
2002-05-30,6.957452774047852
2002-05-31,7.05806303024292
2002-06-03,6.8362135887146
2002-06-04,6.8362135887146
2002-06-05,6.8104143142700195
2002-06-06,6.738183498382568
2002-06-07,6.807835578918457
2002-06-10,6.681428909301758
2002-06-11,6.580822944641113
2002-06-12,6.673690319061279
2002-06-13,6.665953636169434
2002-06-14,6.658211708068848
2002-06-17,6.831052780151367
2002-06-18,6.7975172996521
2002-06-19,6.730443954467773
2002-06-20,6.717545986175537
2002-06-21,6.674981594085693
2002-06-24,6.734673500061035
2002-06-25,6.706125259399414
2002-06-26,6.708718776702881
2002-06-27,6.742461204528809
2002-06-28,6.799556255340576
2002-07-01,6.734673500061035
2002-07-02,6.602319240570068
2002-07-03,6.643838882446289
2002-07-05,6.799556255340576
2002-07-08,6.716507434844971
2002-07-09,6.633461952209473
2002-07-10,6.350578784942627
2002-07-11,6.22860050201416
2002-07-12,6.117005348205566
2002-07-15,5.982052326202393
2002-07-16,5.891216278076172
2002-07-17,5.956099033355713
2002-07-18,5.917169570922852
2002-07-19,5.5538330078125
2002-07-22,5.213855743408203
2002-07-23,5.138591289520264
2002-07-24,5.478573322296143
2002-07-25,5.455214977264404
2002-07-26,5.527882099151611
2002-07-29,5.847099781036377
2002-07-30,5.756265163421631
2002-07-31,5.857478618621826
2002-08-01,5.5123090744018555
2002-08-02,5.4500250816345215
2002-08-05,5.247595310211182
2002-08-06,5.4370503425598145
2002-08-07,5.514904499053955
2002-08-08,5.748476505279541
2002-08-09,5.852289199829102
2002-08-12,5.839313983917236
2002-08-13,5.751075267791748
2002-08-14,5.976860046386719
2002-08-15,6.1455535888671875
2002-08-16,6.046931743621826
2002-08-19,6.096240520477295
2002-08-20,5.943122863769531
2002-08-21,5.956099033355713
2002-08-22,6.124790668487549
2002-08-23,6.0261712074279785
2002-08-26,6.106625080108643
2002-08-27,6.104027271270752
2002-08-28,5.958694934844971
2002-08-29,5.906789302825928
