,XLF
2023-10-17,32.301734924316406
2023-10-18,31.746122360229492
2023-10-19,31.324630737304688
2023-10-20,30.84566307067871
2023-10-23,30.65407371520996
2023-10-24,30.864822387695312
2023-10-25,30.74986457824707
2023-10-26,30.68280792236328
2023-10-27,30.127208709716797
2023-10-30,30.663650512695312
2023-10-31,30.99892807006836
2023-11-01,31.200098037719727
2023-11-02,31.93770980834961
2023-11-03,32.35920333862305
2023-11-06,32.2634162902832
2023-11-07,32.215511322021484
2023-11-08,32.25383377075195
2023-11-09,32.11971664428711
2023-11-10,32.483741760253906
2023-11-13,32.435848236083984
2023-11-14,33.048927307128906
2023-11-15,33.23093032836914
2023-11-16,33.365047454833984
2023-11-17,33.537471771240234
2023-11-20,33.67158889770508
2023-11-21,33.65242385864258
2023-11-22,33.78654098510742
2023-11-24,33.89191436767578
2023-11-27,33.77695083618164
2023-11-28,33.76737594604492
2023-11-29,34.006858825683594
