,XLV
2003-08-07,19.42657470703125
2003-08-08,19.501665115356445
2003-08-11,19.460708618164062
2003-08-12,19.515323638916016
2003-08-13,19.23544692993164
2003-08-14,19.221803665161133
2003-08-15,19.180843353271484
2003-08-18,19.31053924560547
2003-08-19,19.208147048950195
2003-08-20,19.153541564941406
2003-08-21,19.04432487487793
2003-08-22,18.757631301879883
2003-08-25,18.894153594970703
2003-08-26,18.90781593322754
2003-08-27,18.921470642089844
2003-08-28,18.93511199951172
2003-08-29,18.98971939086914
2003-09-02,19.276409149169922
2003-09-03,19.20132827758789
2003-09-04,19.249101638793945
2003-09-05,19.20132827758789
2003-09-08,19.542621612548828
2003-09-09,19.60405158996582
2003-09-10,19.631349563598633
2003-09-11,19.740570068359375
2003-09-12,19.78152847290039
2003-09-15,19.726924896240234
2003-09-16,19.84978675842285
2003-09-17,19.80200958251953
2003-09-18,19.870264053344727
2003-09-19,19.710060119628906
2003-09-22,19.44306182861328
2003-09-23,19.60736846923828
2003-09-24,19.258222579956055
2003-09-25,19.128145217895508
2003-09-26,19.03913688659668
