,XLK
2025-01-31,114.41167449951172
2025-02-03,112.87007904052734
2025-02-04,114.4959487915039
2025-02-05,116.08715057373047
2025-02-06,116.40438079833984
2025-02-07,115.40804290771484
2025-02-10,117.09339904785156
2025-02-11,117.14793395996094
2025-02-12,116.89512634277344
2025-02-13,118.55075073242188
2025-02-14,118.95227813720703
2025-02-18,120.03784942626953
2025-02-19,120.0477523803711
2025-02-20,119.66606903076172
2025-02-21,116.42420959472656
2025-02-24,114.75868225097656
2025-02-25,113.2715835571289
2025-02-26,114.50587463378906
2025-02-27,110.3370590209961
2025-02-28,111.7944107055664
2025-03-03,108.39392852783203
2025-03-04,108.30966186523438
2025-03-05,109.8314437866211
2025-03-06,106.78292846679688
2025-03-07,108.3294906616211
2025-03-10,103.72447967529297
2025-03-11,103.30313110351562
2025-03-12,104.92901611328125
2025-03-13,102.93632507324219
2025-03-14,106.04930114746094
2025-03-17,106.78787231445312
2025-03-18,105.1619873046875
2025-03-19,106.53011322021484
2025-03-20,105.77169799804688
2025-03-21,106.05921173095703
2025-03-24,108.06782531738281
2025-03-25,108.42534637451172
2025-03-26,106.0070571899414
2025-03-27,105.02882385253906
2025-03-28,102.48143768310547
2025-03-31,102.53108978271484
2025-04-01,103.28091430664062
2025-04-02,104.04562377929688
2025-04-03,96.9447250366211
2025-04-04,90.55886840820312
2025-04-07,91.10013580322266
2025-04-08,89.24793243408203
2025-04-09,101.2301025390625
2025-04-10,96.51766967773438
2025-04-11,98.4940185546875
2025-04-14,99.39279174804688
2025-04-15,99.75528717041016
2025-04-16,96.28926086425781
2025-04-17,95.76786041259766
2025-04-21,93.29495239257812
2025-04-22,95.5692367553711
2025-04-23,98.34007263183594
2025-04-24,102.00968933105469
2025-04-25,103.5192642211914
2025-04-28,103.3504409790039
2025-04-29,103.83209991455078
2025-04-30,104.26411437988281
2025-05-01,105.79354095458984
2025-05-02,107.56131744384766
2025-05-05,106.99027252197266
2025-05-06,106.10140991210938
2025-05-07,107.16405487060547
2025-05-08,108.18699645996094
2025-05-09,108.05291748046875
2025-05-12,113.06825256347656
2025-05-13,115.51134490966797
2025-05-14,116.26117706298828
2025-05-15,116.42007446289062
2025-05-16,116.6385498046875
2025-05-19,116.46973419189453
2025-05-20,116.0327377319336
2025-05-21,113.85282135009766
2025-05-22,113.88260650634766
2025-05-23,112.62629699707031
2025-05-27,115.30278778076172
2025-05-28,114.82609558105469
2025-05-29,115.0197525024414
2025-05-30,114.66222381591797
2025-06-02,115.67521667480469
2025-06-03,117.41320037841797
2025-06-04,117.58699798583984
2025-06-05,117.25430297851562
2025-06-06,118.36164855957031
2025-06-09,118.942626953125
2025-06-10,119.60802459716797
2025-06-11,119.3448486328125
2025-06-12,120.45219421386719
2025-06-13,118.76385498046875
2025-06-16,120.6855697631836
2025-06-17,119.83148193359375
2025-06-18,119.9754867553711
2025-06-20,119.44415283203125
2025-06-23,120.80601501464844
2025-06-24,122.9746322631836
2025-06-25,124.02413177490234
2025-06-26,124.87963104248047
2025-06-27,124.73042297363281
